event_id,ship_name,ship_type,voyage_route,outbreak_year,outbreak_duration_days,pathogen_identified,pathogen_category,secondary_pathogens,clinical_syndrome,cases_passengers,cases_crew,total_crew_onboard,attack_rate_percent,hospitalisations,deaths,transmission_route,data_source_category,data_source_reference,source_url,public_health_response,notes
EVT-631,Zaandam,ocean_cruise,NR,2008,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,100,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-632,Ryndam,ocean_cruise,NR,2008,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,113,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-633,Holiday,ocean_cruise,NR,2008,5,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,121,22,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-634,Norwegian Star,ocean_cruise,NR,2008,9,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,228,32,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-635,Noordam,ocean_cruise,NR,2008,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,103,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-636,Volendam,ocean_cruise,NR,2008,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,85,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-608,Amsterdam,ocean_cruise,NR,2009,22,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,56,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-609,Seven Seas Mariner,ocean_cruise,NR,2009,19,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,28,0,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-610,Norwegian Spirit,ocean_cruise,NR,2009,17,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,73,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-611,Noordam,ocean_cruise,NR,2009,17,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,159,19,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-612,Amsterdam,ocean_cruise,NR,2009,8,NR,unknown,NR,acute_gastroenteritis,101,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-613,Coral Princess,ocean_cruise,NR,2009,8,NR,unknown,NR,acute_gastroenteritis,121,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-614,Island Princess,ocean_cruise,NR,2009,15,Shigella sonnei,foodborne_waterborne_bacterial,ETEC,acute_gastroenteritis,100,8,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-615,Carnival Liberty,ocean_cruise,NR,2009,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,208,57,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-616,Amsterdam,ocean_cruise,NR,2009,23,Cyclospora cayetanensis,foodborne_waterborne_bacterial,NR,acute_gastroenteritis,135,25,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-617,Celebrity Mercury,ocean_cruise,NR,2009,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,113,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-618,Oosterdam,ocean_cruise,NR,2009,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,110,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-619,Zaandam,ocean_cruise,NR,2009,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,74,21,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-620,Coral Princess,ocean_cruise,NR,2009,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,252,19,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-621,Celebrity Mercury,ocean_cruise,NR,2009,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,150,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-622,Maasdam,ocean_cruise,NR,2009,8,NR,unknown,NR,acute_gastroenteritis,79,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-014,Unnamed cruise ship (EID 2010),ocean_cruise,Pacific,2009,14,Influenza A (H1N1pdm09/H3N2),respiratory_viral,Influenza A H3N2,influenza_like_illness,180,2,NR,NR,NR,0,airborne/droplet,academic,NR,https://doi.org/10.3201/eid1611.100477,quarantine_isolation; port_health_notification,Ward et al. EID 2010; 82 H1N1pdm09 + 98 H3N2 + 2 co-infections = 182 total among 1970 passengers and 734 crew
EVT-760,Unnamed cruise ship (Vivancos et al. 2010),ocean_cruise,Mediterranean,2009,5,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,92,15,NR,NR,NR,0,person-to-person/environmental,academic,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-594,Queen Mary 2,ocean_cruise,NR,2010,16,NR,unknown,NR,acute_gastroenteritis,185,29,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-595,Crystal Symphony,ocean_cruise,NR,2010,20,NR,unknown,NR,acute_gastroenteritis,37,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-596,Nieuw Amsterdam,ocean_cruise,NR,2010,21,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,134,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-597,Carnival Glory,ocean_cruise,NR,2010,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,113,20,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-598,Zuiderdam,ocean_cruise,NR,2010,19,NR,unknown,NR,acute_gastroenteritis,73,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-599,Mercury,ocean_cruise,NR,2010,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,406,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-600,Mercury,ocean_cruise,NR,2010,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,182,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-601,Jewel of the Seas,ocean_cruise,NR,2010,12,NR,unknown,NR,acute_gastroenteritis,102,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-602,Millennium,ocean_cruise,NR,2010,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,157,23,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-603,Maasdam,ocean_cruise,NR,2010,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,168,19,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-604,Mercury,ocean_cruise,NR,2010,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,411,32,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-605,Balmoral,ocean_cruise,NR,2010,31,NR,unknown,NR,acute_gastroenteritis,293,17,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-606,Queen Victoria,ocean_cruise,NR,2010,16,NR,unknown,NR,acute_gastroenteritis,168,19,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-607,Queen Victoria,ocean_cruise,NR,2010,9,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,179,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-034,Unnamed cruise ship (Cyclospora 2010),ocean_cruise,"Fremantle, Australia",2010,14,Cyclospora cayetanensis,foodborne_waterborne_bacterial,NR,acute_gastroenteritis,73,NR,NR,NR,NR,0,foodborne/waterborne,academic,NR,https://doi.org/10.1017/S0950268811001609,enhanced_sanitation; port_health_notification,NR
EVT-761,Unnamed cruise ship (Lopman et al. 2012),ocean_cruise,Transatlantic,2010,8,Norovirus GII.4 New Orleans,gastrointestinal_viral,NR,acute_gastroenteritis,310,45,NR,NR,NR,0,person-to-person/fomite,academic,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-580,ms Maasdam,ocean_cruise,NR,2011,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,56,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-581,Norwegian Spirit,ocean_cruise,NR,2011,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,94,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-582,Ryndam,ocean_cruise,NR,2011,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,69,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-583,Celebrity Solstice,ocean_cruise,NR,2011,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,128,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-584,Ryndam,ocean_cruise,NR,2011,18,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,148,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-585,Sea Princess,ocean_cruise,NR,2011,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,14,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-586,National Geographic Sea Lion,ocean_cruise,NR,2011,8,NR,unknown,NR,acute_gastroenteritis,17,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-587,Sea Princess,ocean_cruise,NR,2011,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,128,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-588,Celebrity Millennium,ocean_cruise,NR,2011,8,NR,unknown,NR,acute_gastroenteritis,104,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-589,Coral Princess,ocean_cruise,NR,2011,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,64,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-590,Coral Princess,ocean_cruise,NR,2011,11,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,66,3,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-591,MV Marina,ocean_cruise,NR,2011,18,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,39,29,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-592,Celebrity Solstice,ocean_cruise,NR,2011,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,118,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-593,Radiance of the Seas,ocean_cruise,NR,2011,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,150,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-301,NR,ocean_cruise,NR,2012,NR,Varicella-zoster virus,vaccine_preventable,NR,febrile_rash_illness,0,NR,NR,NR,NR,NR,airborne,official_public_health,CDC 2019 report; Maritime varicella reporting 2010-2015,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,NR,Representative aggregate event from CDC maritime varicella reporting 2010-2015 (midpoint 2012). CDC reports varicella is most common VPD reported by cruise ships with majority among crew from subtropical countries
EVT-564,Queen Mary 2,ocean_cruise,NR,2012,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,204,16,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-565,Emerald Princess,ocean_cruise,NR,2012,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,189,31,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-566,Oceania Riviera,ocean_cruise,NR,2012,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,37,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-567,Amsterdam,ocean_cruise,NR,2012,25,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,85,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-568,Ruby Princess,ocean_cruise,NR,2012,20,Norovirus,gastrointestinal_viral,ETEC,acute_gastroenteritis,149,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-569,Dawn Princess,ocean_cruise,NR,2012,24,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,114,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-570,Rhapsody of the Seas,ocean_cruise,NR,2012,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,153,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-571,Carnival Glory,ocean_cruise,NR,2012,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,205,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-572,Sun Princess,ocean_cruise,NR,2012,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,201,15,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-573,Ruby Princess,ocean_cruise,NR,2012,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,129,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-574,Crown Princess,ocean_cruise,NR,2012,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,288,75,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-575,Celebrity Silhouette,ocean_cruise,NR,2012,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,178,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-576,Celebrity Constellation,ocean_cruise,NR,2012,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,102,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-577,Crown Princess,ocean_cruise,NR,2012,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,364,32,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-578,Aurora,ocean_cruise,NR,2012,23,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,145,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-579,Voyager of the Seas,ocean_cruise,NR,2012,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,248,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-555,Norwegian Gem,ocean_cruise,NR,2013,10,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,111,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-556,Celebrity Summit,ocean_cruise,NR,2013,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,322,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-557,Celebrity Millennium,ocean_cruise,NR,2013,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,23,16,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-558,Crystal Symphony,ocean_cruise,NR,2013,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,125,22,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-559,Veendam,ocean_cruise,NR,2013,22,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,60,10,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-560,Celebrity Solstice,ocean_cruise,NR,2013,18,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,183,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-561,Celebrity Infinity,ocean_cruise,NR,2013,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,101,17,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-562,Ruby Princess,ocean_cruise,NR,2013,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,266,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-563,Vision of the Seas,ocean_cruise,NR,2013,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,118,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-023,Explorer of the Seas,ocean_cruise,Cape Liberty NJ - Caribbean,2014,10,Norovirus GII.4 Sydney,gastrointestinal_viral,NR,acute_gastroenteritis,634,55,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; voyage_cancellation_diversion; port_health_notification,NR
EVT-547,Crown Princess,ocean_cruise,NR,2014,30,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,158,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-548,Crown Princess,ocean_cruise,NR,2014,8,Norovirus,gastrointestinal_viral,ETEC,acute_gastroenteritis,122,30,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-549,Grandeur of the Seas,ocean_cruise,NR,2014,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,97,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-550,Grandeur of the Seas,ocean_cruise,NR,2014,9,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,111,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-551,ms Maasdam,ocean_cruise,NR,2014,27,NR,unknown,NR,acute_gastroenteritis,65,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-552,ms Veendam,ocean_cruise,NR,2014,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,114,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-553,Caribbean Princess,ocean_cruise,NR,2014,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,181,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-554,Norwegian Star,ocean_cruise,NR,2014,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,130,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
