record_id,source_database,source_category,title,year,ship_name,pathogen,source_url,retrieval_date,language,screening_outcome
SR-0120,CDC VSP,official_public_health,Coral Princess - Norovirus (4/12/2015-4/27/2015),2015,Coral Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0121,CDC VSP,official_public_health,Legend of the Seas - Norovirus (3/30/2015-4/14/2015),2015,Legend of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0122,CDC VSP,official_public_health,Celebrity Infinity - Norovirus (3/29/2015-4/13/2015),2015,Celebrity Infinity,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0123,CDC VSP,official_public_health,Norwegian Pearl - Norovirus (3/26/2015-4/6/2015),2015,Norwegian Pearl,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0124,CDC VSP,official_public_health,Celebrity Equinox - Norovirus (2/13/2015-2/23/2015),2015,Celebrity Equinox,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0125,CDC VSP,official_public_health,Grandeur of the Seas - Norovirus (1/24/2015-2/3/2015),2015,Grandeur of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0126,CDC VSP,official_public_health,Crown Princess - Norovirus (10/18/2014-11/16/2014),2014,Crown Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0127,CDC VSP,official_public_health,Crown Princess - Norovirus and EnterotoxigenicE. coli(ETEC) (4/5/2014-4/12/2014),2014,Crown Princess,Norovirus and EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0128,CDC VSP,official_public_health,Grandeur of the Seas - Norovirus (4/5/2014-4/12/2014),2014,Grandeur of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0129,CDC VSP,official_public_health,Grandeur of the Seas - Norovirus (3/28/2014-4/5/2014),2014,Grandeur of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0130,CDC VSP,official_public_health,ms Maasdam - Unknown (3/2/2014-3/28/2014),2014,ms Maasdam,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0131,CDC VSP,official_public_health,ms Veendam - Norovirus (2/8/2014-2/22/2014),2014,ms Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0132,CDC VSP,official_public_health,Caribbean Princess - Norovirus (1/25/2014-2/1/2014),2014,Caribbean Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0133,CDC VSP,official_public_health,Explorer of the Seas - Norovirus (1/21/2014-1/31/2014),2014,Explorer of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0134,CDC VSP,official_public_health,Norwegian Star - Norovirus (1/5/2014-1/19/2014),2014,Norwegian Star,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0135,CDC VSP,official_public_health,Norwegian Gem - Norovirus (11/16/2013-11/25/2013),2013,Norwegian Gem,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0136,CDC VSP,official_public_health,Celebrity Summit - Norovirus (9/21/2013-10/5/2013),2013,Celebrity Summit,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0137,CDC VSP,official_public_health,Celebrity Millennium - Norovirus (04/25/2013-05/10/2013),2013,Celebrity Millennium,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0138,CDC VSP,official_public_health,Crystal Symphony - Norovirus (04/29/2013-05/06/2013),2013,Crystal Symphony,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0139,CDC VSP,official_public_health,Veendam - Enterotoxigenic E. coli(ETEC) (04/13/2013-05/04/2013),2013,Veendam,Enterotoxigenic E. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0140,CDC VSP,official_public_health,Celebrity Solstice - Norovirus (04/08/2013-04/25/2013),2013,Celebrity Solstice,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0141,CDC VSP,official_public_health,Celebrity Infinity - Norovirus (03/17/2013-04/01/2013),2013,Celebrity Infinity,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0142,CDC VSP,official_public_health,Ruby Princess - Norovirus (03/03/2013-03/10/2013),2013,Ruby Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0143,CDC VSP,official_public_health,Vision of the Seas - Norovirus (02/25/2013-03/08/2013),2013,Vision of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0144,CDC VSP,official_public_health,Queen Mary 2 - Norovirus (12/22/2012-01/03/2013),2012,Queen Mary 2,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0145,CDC VSP,official_public_health,Emerald Princess - Norovirus (12/17/2012-12/27/2012),2012,Emerald Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0146,CDC VSP,official_public_health,Oceania Riviera - Norovirus (11/15/2012-11/29/2012),2012,Oceania Riviera,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0147,CDC VSP,official_public_health,Amsterdam - Norovirus (11/11/2012-12/5/2012),2012,Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0148,CDC VSP,official_public_health,Ruby Princess - Norovirus andEnterotoxigenic E. coli(ETEC) (10/09/2012-10/28/2012),2012,Ruby Princess,Norovirus andEnterotoxigenic E. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0149,CDC VSP,official_public_health,Dawn Princess - Norovirus (08/21/2012-09/13/2012),2012,Dawn Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0150,CDC VSP,official_public_health,Rhapsody of the Seas - Norovirus (08/24/2012-08/31/2012),2012,Rhapsody of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0151,CDC VSP,official_public_health,Carnival Glory - Norovirus (08/06/2012-08/11/2012),2012,Carnival Glory,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0152,CDC VSP,official_public_health,Sun Princess - Norovirus (07/08/2012-07/21/2012),2012,Sun Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0153,CDC VSP,official_public_health,Ruby Princess - Norovirus (02/26/2012-03/04/2012),2012,Ruby Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0154,CDC VSP,official_public_health,Crown Princess - Norovirus (02/04/2012-02/09/2012),2012,Crown Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0155,CDC VSP,official_public_health,Celebrity Silhouette - Norovirus (01/29/2012-02/10/2012),2012,Celebrity Silhouette,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0156,CDC VSP,official_public_health,Celebrity Constellation - Norovirus (01/28/2012-02/11/2012),2012,Celebrity Constellation,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0157,CDC VSP,official_public_health,Crown Princess - Norovirus (01/28/2012-02/04/2012),2012,Crown Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0158,CDC VSP,official_public_health,Aurora - Norovirus (01/04/2012-01/26/2012),2012,Aurora,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0159,CDC VSP,official_public_health,Voyager of the Seas - Norovirus (01/28/2012-02/04/2012),2012,Voyager of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0160,CDC VSP,official_public_health,ms Maasdam - Norovirus (12/23/2011–01/02/2012),2011,ms Maasdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0161,CDC VSP,official_public_health,Norwegian Spirit - Norovirus (12/18/2011–12/25/2011),2011,Norwegian Spirit,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0162,CDC VSP,official_public_health,Ryndam - Norovirus (12/11/2011–12/18/2011),2011,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0163,CDC VSP,official_public_health,Celebrity Solstice - Norovirus (11/28/2011–12/11/2011),2011,Celebrity Solstice,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0164,CDC VSP,official_public_health,Ryndam - Norovirus (11/03/2011–11/20/2011),2011,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0165,CDC VSP,official_public_health,Sea Princess - Norovirus (05/30/2011-06/09/2011),2011,Sea Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0166,CDC VSP,official_public_health,National Geographic Sea Lion - Unknown (05/21/2011-05/28/2011),2011,National Geographic Sea Lion,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0167,CDC VSP,official_public_health,Sea Princess - Norovirus (05/20/2011-05/30/2011),2011,Sea Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0168,CDC VSP,official_public_health,Celebrity Millennium - Unknown (05/20/2011-05/27/2011),2011,Celebrity Millennium,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0169,CDC VSP,official_public_health,Coral Princess - Norovirus (05/04/2011-05/19/2011),2011,Coral Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0170,CDC VSP,official_public_health,Coral Princess - EnterotoxigenicE. coli(ETEC) (04/24/2011-05/04/2011),2011,Coral Princess,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0171,CDC VSP,official_public_health,MV Marina - EnterotoxigenicE. coli(ETEC) (02/26/2011-03/15/2011),2011,MV Marina,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0172,CDC VSP,official_public_health,Celebrity Solstice - Norovirus (01/30/2011-02/06/2011),2011,Celebrity Solstice,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0173,CDC VSP,official_public_health,Radiance of the Seas - Norovirus (01/03/2011-01/08/2011),2011,Radiance of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0174,CDC VSP,official_public_health,Queen Mary 2 - Unknown (12/19/2010-01/03/2011),2010,Queen Mary 2,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0175,CDC VSP,official_public_health,Crystal Symphony - Unknown (11/02/2010-11/21/2010),2010,Crystal Symphony,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0176,CDC VSP,official_public_health,Nieuw Amsterdam - Norovirus (10/18/2010-11/07/2010),2010,Nieuw Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0177,CDC VSP,official_public_health,Carnival Glory - Norovirus (10/09/2010-10/16/2010),2010,Carnival Glory,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0178,CDC VSP,official_public_health,Zuiderdam - Unknown (04/20/2010-05/08/2010),2010,Zuiderdam,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0179,CDC VSP,official_public_health,Mercury - Norovirus (03/08/2010-03/19/2010),2010,Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0180,CDC VSP,official_public_health,Mercury - Norovirus (02/26/2010-03/08/2010),2010,Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0181,CDC VSP,official_public_health,Jewel of the Seas - Unknown (02/22/2010-03/05/2010),2010,Jewel of the Seas,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0182,CDC VSP,official_public_health,Millennium - Norovirus (02/22/2010-03/05/2010),2010,Millennium,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0183,CDC VSP,official_public_health,Maasdam - Norovirus (02/19/2010-03/05/2010),2010,Maasdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0184,CDC VSP,official_public_health,Mercury - Norovirus (02/15/2010-02/26/2010),2010,Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0185,CDC VSP,official_public_health,Balmoral - Unknown (01/05/2010-02/04/2010),2010,Balmoral,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0186,CDC VSP,official_public_health,Queen Victoria - Unknown (01/12/2010-01/27/2010),2010,Queen Victoria,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0187,CDC VSP,official_public_health,Queen Victoria - Norovirus (01/04/2010-01/12/2010),2010,Queen Victoria,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0188,CDC VSP,official_public_health,Amsterdam - Norovirus (12/02/2009-12/23/2009),2009,Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0189,CDC VSP,official_public_health,Seven Seas Mariner - Norovirus (12/02/2009-12/20/2009),2009,Seven Seas Mariner,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0190,CDC VSP,official_public_health,Norwegian Spirit - Norovirus (10/23/2009-11/08/2009),2009,Norwegian Spirit,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0191,CDC VSP,official_public_health,Noordam - Norovirus (10/16/2009-11/1/2009),2009,Noordam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0192,CDC VSP,official_public_health,Amsterdam - Unknown (5/23/2009-5/30/2009),2009,Amsterdam,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0193,CDC VSP,official_public_health,Coral Princess - Unknown (5/18/2009-5/25/2009),2009,Coral Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0194,CDC VSP,official_public_health,Island Princess - Shigella sonneiand EnterotoxigenicE. coli(ETEC) (4/23/2009-5/07/2009),2009,Island Princess,Shigella sonneiand EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0195,CDC VSP,official_public_health,Carnival Liberty - Norovirus (4/18/2009-4/25/2009),2009,Carnival Liberty,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0196,CDC VSP,official_public_health,Amsterdam - Cyclospora cayetanensis (4/2/2009-4/24/2009),2009,Amsterdam,Cyclospora cayetanensis,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0197,CDC VSP,official_public_health,Celebrity Mercury - Norovirus (2/28/2009-3/15/2009),2009,Celebrity Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0198,CDC VSP,official_public_health,Oosterdam - Norovirus (2/21/2009-2/28/2009),2009,Oosterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0199,CDC VSP,official_public_health,Zaandam - Norovirus (2/5/2009-2/20/2009),2009,Zaandam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0200,CDC VSP,official_public_health,Coral Princess - Norovirus (2/3/2009-2/13/2009),2009,Coral Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0201,CDC VSP,official_public_health,Celebrity Mercury - Norovirus (1/3/2009-1/17/2009),2009,Celebrity Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0202,CDC VSP,official_public_health,Maasdam - Unknown (1/2/2009-1/9/2009),2009,Maasdam,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0203,CDC VSP,official_public_health,Zuiderdam - Norovirus (10/23/2008-11/09/2008),2008,Zuiderdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0204,CDC VSP,official_public_health,Caribbean Princess - Norovirus (10/19/2008-10/26/2008),2008,Caribbean Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0205,CDC VSP,official_public_health,Norwegian Jewel - Norovirus (10/8/2008-10/18/2008),2008,Norwegian Jewel,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0206,CDC VSP,official_public_health,Grande Caribe - Norovirus (9/30/2008-10/12/2008),2008,Grande Caribe,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0207,CDC VSP,official_public_health,Norwegian Jewel - Norovirus (9/28/2008-10/8/2008),2008,Norwegian Jewel,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0208,CDC VSP,official_public_health,Seven Seas Mariner - Norovirus (8/27/2008-9/3/2008),2008,Seven Seas Mariner,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0209,CDC VSP,official_public_health,Veendam - Norovirus (6/13/2008-6/20/2008),2008,Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0210,CDC VSP,official_public_health,Norwegian Dream - Norovirus and EnterotoxigenicE. coli (ETEC) (4/13/2008-5/1/2008),2008,Norwegian Dream,Norovirus and EnterotoxigenicE. coli (ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0211,CDC VSP,official_public_health,Zaandam - Norovirus (3/19/2008-4/3/2008),2008,Zaandam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0212,CDC VSP,official_public_health,Ryndam - Norovirus (2/15/2008-2/25/2008),2008,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0213,CDC VSP,official_public_health,Holiday - Norovirus (1/24/2008-1/28/2008),2008,Holiday,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0214,CDC VSP,official_public_health,Norwegian Star - Norovirus (1/19/2008-1/27/2008),2008,Norwegian Star,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0215,CDC VSP,official_public_health,Noordam - Norovirus (1/5/2008-1/16/2008),2008,Noordam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0216,CDC VSP,official_public_health,Volendam - Norovirus (1/2/2008-1/12/2008),2008,Volendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0217,CDC VSP,official_public_health,Pacific Princess - EnterotoxigenicE. coli(ETEC) (12/15/2007-1/10/2008),2007,Pacific Princess,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0218,CDC VSP,official_public_health,Emerald Princess - Norovirus (12/16/2007-12/26/2007),2007,Emerald Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0219,CDC VSP,official_public_health,Norwegian Pearl - Norovirus (11/30/2007-12/9/2007),2007,Norwegian Pearl,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0220,CDC VSP,official_public_health,Zaandam - Norovirus (11/5/2007-11/20/2007),2007,Zaandam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0221,CDC VSP,official_public_health,Norwegian Dawn - Norovirus (10/14/2007-10/26/2007),2007,Norwegian Dawn,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0222,CDC VSP,official_public_health,Norwegian Crown - Norovirus (8/12/2007-8/19/2007),2007,Norwegian Crown,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0223,CDC VSP,official_public_health,Carnival Spirit - Norovirus (6/13/2007-6/20/2007),2007,Carnival Spirit,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0224,CDC VSP,official_public_health,Liberty of the Seas - Norovirus (5/26/2007-6/2/2007),2007,Liberty of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0225,CDC VSP,official_public_health,Norwegian Star - Norovirus (5/19/2007-5/26/2007),2007,Norwegian Star,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0226,CDC VSP,official_public_health,Norwegian Pearl - Specimens not obtained (4/13/2007-4/22/2007),2007,Norwegian Pearl,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0227,CDC VSP,official_public_health,Volendam - Specimens not obtained (4/12/2007-4/22/2007),2007,Volendam,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0228,CDC VSP,official_public_health,Seven Seas Navigator - Norovirus (4/5/2007-4/16/2007),2007,Seven Seas Navigator,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0229,CDC VSP,official_public_health,Zenith - Norovirus (4/2/2007-4/13/2007),2007,Zenith,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0230,CDC VSP,official_public_health,Empress of the North - Norovirus (3/16/2007-3/21/2007),2007,Empress of the North,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0231,CDC VSP,official_public_health,Regal Princess - Unknown (3/13/2007-3/25/2007),2007,Regal Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0232,CDC VSP,official_public_health,Ryndam - Norovirus (3/3/2007-3/13/2007),2007,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0233,CDC VSP,official_public_health,"Seven Seas Mariner - Shigella, Salmonella, Enterobacter,andEntameoba histolytica (2/25/2007-3/9/2007)",2007,Seven Seas Mariner,"Shigella, Salmonella, Enterobacter,andEntameoba histolytica",https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0234,CDC VSP,official_public_health,Ryndam - Norovirus (2/21/2007-3/3/2007),2007,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0235,CDC VSP,official_public_health,Westerdam - Norovirus (2/2/2007-2/11/2007),2007,Westerdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0236,CDC VSP,official_public_health,Spirit of Nantucket - Unknown (1/27/2007-2/3/2007),2007,Spirit of Nantucket,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0237,CDC VSP,official_public_health,Island Princess - Norovirus (1/26/2007-2/10/2007),2007,Island Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0238,CDC VSP,official_public_health,Ryndam - Norovirus (1/22/2007-2/21/2007),2007,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0239,CDC VSP,official_public_health,Volendam - Specimens not obtained (1/22/2007-2/1/2007),2007,Volendam,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0240,CDC VSP,official_public_health,Queen Elizabeth 2 - Norovirus (1/8/2007-1/22/2007),2007,Queen Elizabeth 2,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
