record_id,source_database,source_category,title,year,ship_name,pathogen,source_url,retrieval_date,language,screening_outcome
SR-0241,CDC VSP,official_public_health,Regal Princess - Norovirus (12/7/2006-12/27/2006),2006,Regal Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0242,CDC VSP,official_public_health,Freedom of the Seas - Norovirus (12/3/2006-12/10/2006 (no sail recommendation)),2006,Freedom of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0243,CDC VSP,official_public_health,Sun Princess - Norovirus (11/30/2006-12/10/2006),2006,Sun Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0244,CDC VSP,official_public_health,Norwegian Wind - Norovirus (11/29/2006-12/9/2006),2006,Norwegian Wind,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0245,CDC VSP,official_public_health,Zaandam - Norovirus (11/26/2006-12/11/2006),2006,Zaandam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0246,CDC VSP,official_public_health,Freedom of the Seas - Norovirus (11/26/2006-12/3/2006),2006,Freedom of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0247,CDC VSP,official_public_health,Serenade of the Seas - Norovirus (11/18/2006-11/25/2006),2006,Serenade of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0248,CDC VSP,official_public_health,"Summit - Unknown, negative for norovirus (11/11/2006-11/25/2006)",2006,Summit,"Unknown, negative for norovirus",https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0249,CDC VSP,official_public_health,Adventure of the Seas - Norovirus (11/5/2006-11/12/2006),2006,Adventure of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0250,CDC VSP,official_public_health,Carnival Liberty - Norovirus (11/3/2006-11/19/2006),2006,Carnival Liberty,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0251,CDC VSP,official_public_health,Serenade of the Seas - Norovirus (10/29/2006-11/11/2006),2006,Serenade of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0252,CDC VSP,official_public_health,Constellation - Norovirus (10/27/2006-11/7/2006),2006,Constellation,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0253,CDC VSP,official_public_health,Island Princess - Norovirus (10/21/2006-11/5/2006),2006,Island Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0254,CDC VSP,official_public_health,Constellation - Norovirus (10/16/2006-10/27/2006),2006,Constellation,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0255,CDC VSP,official_public_health,Diamond Princess - Norovirus (9/2/2006-9/9/2006),2006,Diamond Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0256,CDC VSP,official_public_health,"Radiance of the Seas - Unknown, negative for norovirus (9/2/2006-9/9/2006)",2006,Radiance of the Seas,"Unknown, negative for norovirus",https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0257,CDC VSP,official_public_health,Mariner of the Seas - Norovirus (7/23/2006-7/30/2006),2006,Mariner of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0258,CDC VSP,official_public_health,Infinity - Norovirus (7/9/2006-7/16/2006),2006,Infinity,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0259,CDC VSP,official_public_health,Mercury - Norovirus (6/2/2006-6/9/2006),2006,Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0260,CDC VSP,official_public_health,Ryndam - Norovirus (5/28/2006-6/4/2006),2006,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0261,CDC VSP,official_public_health,Ryndam - Norovirus (5/14/2006-5/21/2006),2006,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0262,CDC VSP,official_public_health,Norwegian Star - Norovirus (5/14/2006-5/21/2006),2006,Norwegian Star,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0263,CDC VSP,official_public_health,Norwegian Sun - Norovirus (5/13/2006-5/20/2006),2006,Norwegian Sun,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0264,CDC VSP,official_public_health,Explorer of the Seas - Norovirus (4/23/2006-4/30/2006),2006,Explorer of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0265,CDC VSP,official_public_health,Veendam - Norovirus (4/22-5/9/2006),2006,Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0266,CDC VSP,official_public_health,Amsterdam - Norovirus (3/22/2006-4/6/2006),2006,Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0267,CDC VSP,official_public_health,Mercury - Norovirus (3/17/2006-3/27/2006),2006,Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0268,CDC VSP,official_public_health,Island Princess - Norovirus (3/7/2006-3/22/2006),2006,Island Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0269,CDC VSP,official_public_health,Amsterdam - Norovirus (3/7/2006-3/22/2006),2006,Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0270,CDC VSP,official_public_health,Mercury - Norovirus (3/6/2006-3/17/2006),2006,Mercury,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0271,CDC VSP,official_public_health,Grandeur of the Seas - Norovirus (3/6/2006-3/11/2006),2006,Grandeur of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0272,CDC VSP,official_public_health,Volendam - Norovirus (3/3/2006-3/13/2006),2006,Volendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0273,CDC VSP,official_public_health,Seven Seas Mariner - Unknown (2/28/2006-3/13/2006),2006,Seven Seas Mariner,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0274,CDC VSP,official_public_health,Explorer of the Seas - Norovirus (2/26/2006-3/5/2006),2006,Explorer of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0275,CDC VSP,official_public_health,Queen Mary 2 - EnterotoxigenicE. coli(ETEC) (2/8/2006-2/22/2006),2006,Queen Mary 2,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0276,CDC VSP,official_public_health,Minerva II - Unknown (1/12/2006-1/26/2006),2006,Minerva II,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0277,CDC VSP,official_public_health,Zuiderdam - Norovirus (12/30/2005-1/7/2006),2005,Zuiderdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0278,CDC VSP,official_public_health,Splendour of the Seas - Norovirus (11/12/2005-11/26/2005),2005,Splendour of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0279,CDC VSP,official_public_health,Sun Princess - Norovirus (5/9/2005-5/16/2005),2005,Sun Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0280,CDC VSP,official_public_health,Dawn Princess - Norovirus (4/29/2005-5/14/2005),2005,Dawn Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0281,CDC VSP,official_public_health,Horizon - Unknown (4/23/2005-4/30/2005),2005,Horizon,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0282,CDC VSP,official_public_health,Crystal Symphony - Unknown (4/14/2005-4/25/2005),2005,Crystal Symphony,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0283,CDC VSP,official_public_health,Norwegian Crown - Unknown (3/13/2005-3/28/2005),2005,Norwegian Crown,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0284,CDC VSP,official_public_health,Royal Princess - Unknown (3/7/2005-3/24/2005),2005,Royal Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0285,CDC VSP,official_public_health,Veendam - Norovirus (3/5/2005-3/12/2005),2005,Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0286,CDC VSP,official_public_health,Zenith - Norovirus (2/27/2005-3/13/2005),2005,Zenith,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0287,CDC VSP,official_public_health,Celebration - Norovirus (2/21/2005-2/26/2005),2005,Celebration,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0288,CDC VSP,official_public_health,Celebration - Norovirus (2/17/2005-2/21/2005),2005,Celebration,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0289,CDC VSP,official_public_health,Seven Seas Mariner - Salmonella (2/12/2005-2/24/2005),2005,Seven Seas Mariner,Salmonella,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0290,CDC VSP,official_public_health,Empress of the Seas - Norovirus (1/17/2005-1/28/2005),2005,Empress of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0291,CDC VSP,official_public_health,Mariner of the Seas - Norovirus (1/16/2005-1/23/2005),2005,Mariner of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0292,CDC VSP,official_public_health,Veendam - Norovirus (1/15/2005-1/29/2005),2005,Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0293,CDC VSP,official_public_health,Ryndam - Norovirus (1/13/2005-1/29/2005),2005,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0294,CDC VSP,official_public_health,Sun Princess - Norovirus (1/8/2005-1/18/2005),2005,Sun Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0295,CDC VSP,official_public_health,Veendam - Norovirus (1/3/2005-1/15/2005),2005,Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0296,CDC VSP,official_public_health,Enchantment of the Seas - Norovirus (1/3/2005-1/8/2005),2005,Enchantment of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0297,CDC VSP,official_public_health,Coral Princess - Norovirus (12/28/2004-1/07/2005),2004,Coral Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0298,CDC VSP,official_public_health,Golden Princess - Norovirus (12/12/2004-12/19/2004),2004,Golden Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0299,CDC VSP,official_public_health,Norwegian Dream - Norovirus (12/5/2004-12/12/2004),2004,Norwegian Dream,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0300,CDC VSP,official_public_health,Silver Shadow - Specimens not obtained (12/4/2004-12/14/2004),2004,Silver Shadow,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0301,CDC VSP,official_public_health,M/V Explorer - Unknown (6/19/2004-12/8/2004),2004,M/V Explorer,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0302,CDC VSP,official_public_health,Veendam - Unknown (9/26/2004-10/14/2004),2004,Veendam,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0303,CDC VSP,official_public_health,Regal Princess - Unknown (9/11/2004-9/20/2004),2004,Regal Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0304,CDC VSP,official_public_health,Sun Princess - Unknown (9/13/2004-9/20/2004),2004,Sun Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0305,CDC VSP,official_public_health,Sun Princess - Norovirus (9/6/2004-9/13/2004),2004,Sun Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0306,CDC VSP,official_public_health,Nantucket Clipper - Specimens not obtained (9/3/2004-8/11/2004),2004,Nantucket Clipper,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0307,CDC VSP,official_public_health,Silver Shadow - Unknown (7/26/2004-8/6/2004),2004,Silver Shadow,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0308,CDC VSP,official_public_health,Pacific Princess - Unknown (7/25/2004-8/17/2004),2004,Pacific Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0309,CDC VSP,official_public_health,Serenade of the Seas - Unknown (6/6/2004-6/13/2004),2004,Serenade of the Seas,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0310,CDC VSP,official_public_health,Island Princess - Unknown (6/5/2004-6/12/2004),2004,Island Princess,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0311,CDC VSP,official_public_health,Island Princess - Norovirus (5/29/2004-6/5/2004),2004,Island Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0312,CDC VSP,official_public_health,Norwegian Crown - Norovirus (5/2/2004-5/9/2004),2004,Norwegian Crown,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0313,CDC VSP,official_public_health,Norwegian Crown - Norovirus (4/17/2004-5/2/2004),2004,Norwegian Crown,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0314,CDC VSP,official_public_health,Veendam - Norovirus (4/17/2004-5/2/2004),2004,Veendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0315,CDC VSP,official_public_health,Norwegian Wind - Specimens not obtained (4/17/2004-5/2/2004),2004,Norwegian Wind,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0316,CDC VSP,official_public_health,Rotterdam - Unknown (4/2/2004-4/15/2004),2004,Rotterdam,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0317,CDC VSP,official_public_health,Amsterdam - EnterotoxigenicE. coli(ETEC) (3/31/2004-4/17/2004),2004,Amsterdam,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0318,CDC VSP,official_public_health,Zenith - Norovirus (3/28/2004-4/11/2004),2004,Zenith,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0319,CDC VSP,official_public_health,Horizon - Norovirus (3/22/2004-4/2/2004),2004,Horizon,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0320,CDC VSP,official_public_health,Norwegian Crown - Norovirus (3/22/2004-4/4/2004),2004,Norwegian Crown,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0321,CDC VSP,official_public_health,"Royal Princess - Unknown, negative for norovirus (3/8/2004-3/25/2004)",2004,Royal Princess,"Unknown, negative for norovirus",https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0322,CDC VSP,official_public_health,"Norwegian Crown - Unknown, negative for norovirus (3/7/2004-3/22/2004)",2004,Norwegian Crown,"Unknown, negative for norovirus",https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0323,CDC VSP,official_public_health,Queen Mary 2 - Norovirus (2/23/2004-3/6/2004),2004,Queen Mary 2,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0324,CDC VSP,official_public_health,Brilliance of the Seas - Norovirus (2/16/2004-2/27/2004),2004,Brilliance of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0325,CDC VSP,official_public_health,Queen Elizabeth 2 - Unknown (2/17/2004-3/1/2004),2004,Queen Elizabeth 2,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0326,CDC VSP,official_public_health,The World - Specimens not obtained (2/3/2004-2/24/2004),2004,The World,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0327,CDC VSP,official_public_health,Oriana - Norovirus (2/20/2004-3/5/2004),2004,Oriana,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0328,CDC VSP,official_public_health,Carnival Celebration - Norovirus (2/9/2004-2/14/2004),2004,Carnival Celebration,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0329,CDC VSP,official_public_health,Ryndam - Norovirus (2/7/2004-2/14/2004),2004,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0330,CDC VSP,official_public_health,Coral Princess - Norovirus (1/12/2004-1/22/2004),2004,Coral Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0331,CDC VSP,official_public_health,Queen Elizabeth 2 - Specimens not obtained (1/5/2004-1/19/2004),2004,Queen Elizabeth 2,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0332,CDC VSP,official_public_health,Legacy - Specimens not obtained (1/4/2004-1/10/2004),2004,Legacy,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0333,CDC VSP,official_public_health,Legacy - Specimens not obtained (12/27/2003-1/3/2004),2003,Legacy,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0334,CDC VSP,official_public_health,Volendam - Norovirus (12/21/2003-12/28/2003),2003,Volendam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0335,CDC VSP,official_public_health,Carnival Legend - Norovirus (11/21/2003-11/29/2003),2003,Carnival Legend,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0336,CDC VSP,official_public_health,Carnival Legend - Norovirus (11/13/2003-11/21/2003),2003,Carnival Legend,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0337,CDC VSP,official_public_health,Carnival Holiday - Norovirus (10/16/2003-10/20/2003),2003,Carnival Holiday,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0338,CDC VSP,official_public_health,Carnival Holiday - Norovirus (10/11/2003-10/16/2003),2003,Carnival Holiday,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0339,CDC VSP,official_public_health,Nantucket Clipper - Specimens not obtained (10/4/2003-10/11/2003),2003,Nantucket Clipper,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0340,CDC VSP,official_public_health,Norwegian Star - Specimens not obtained (9/21/2003-9/28/2003),2003,Norwegian Star,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0341,CDC VSP,official_public_health,Clipper Odyssey - Specimens not obtained (8/15/2003-8/26/2003),2003,Clipper Odyssey,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0342,CDC VSP,official_public_health,Regal Princess - Norovirus (8/18/2003-9/2/2003),2003,Regal Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0343,CDC VSP,official_public_health,Star Princess - Norovirus (8/2/2003-8/9/2003),2003,Star Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0344,CDC VSP,official_public_health,Star Princess - Norovirus (7/26/2003-8/2/2003),2003,Star Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0345,CDC VSP,official_public_health,Rhapsody of the Seas - Specimens not obtained (7/20/2003-7/27/2003),2003,Rhapsody of the Seas,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0346,CDC VSP,official_public_health,Norwegian Sky - Norovirus (5/17/2003-5/24/2003),2003,Norwegian Sky,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0347,CDC VSP,official_public_health,Royal Princess - Specimens not obtained (4/5/2003-4/22/2003),2003,Royal Princess,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0348,CDC VSP,official_public_health,Norwegian Dream - Norovirus (3/16/2003-3/31/2003),2003,Norwegian Dream,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0349,CDC VSP,official_public_health,Nantucket Clipper - Specimens not obtained (3/1/2003-3/6/2003),2003,Nantucket Clipper,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0350,CDC VSP,official_public_health,Sun Dream - Norovirus (2/17/2003-2/24/2003),2003,Sun Dream,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0351,CDC VSP,official_public_health,Sun Princess - Norovirus (1/25/2003-2/9/2003),2003,Sun Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0352,CDC VSP,official_public_health,Carnival Spirit - Norovirus (1/27/2003-2/4/2003),2003,Carnival Spirit,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0353,CDC VSP,official_public_health,Sun Dream - Norovirus (1/20/2003-2/3/2003),2003,Sun Dream,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0354,CDC VSP,official_public_health,Olympia Voyager - Unknown (1/15/2003-2/3/2003),2003,Olympia Voyager,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0355,CDC VSP,official_public_health,Regal Empress - Unknown (1/11/2003-1/18/2003),2003,Regal Empress,Unknown,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0356,CDC VSP,official_public_health,Arabella - Specimens not obtained (1/11/2003-1/18/2003),2003,Arabella,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0357,CDC VSP,official_public_health,Queen Elizabeth 2 - Norovirus (1/5/2003-1/18/2003),2003,Queen Elizabeth 2,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0358,CDC VSP,official_public_health,Nantucket Clipper - Specimens not obtained (12/28/2002-1/4/2003),2002,Nantucket Clipper,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0359,CDC VSP,official_public_health,Norway - Specimens not obtained (12/28/2002-1/4/2003),2002,Norway,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0360,CDC VSP,official_public_health,Carnival Conquest - Norovirus (12/8/2002-12/15/2002),2002,Carnival Conquest,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0361,CDC VSP,official_public_health,Oceana - Norovirus (11/29/2002-12/12/2002),2002,Oceana,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0362,CDC VSP,official_public_health,Seven Seas Mariner - Salmonella (11/23/2002-12/2/2002),2002,Seven Seas Mariner,Salmonella,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0363,CDC VSP,official_public_health,Constellation - Norovirus (10/25/2002-11/8/2002),2002,Constellation,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
